model,model_display,train_set,synthetic_ratio,test_set,label_scope,precision_micro,recall_micro,f1_micro,tp,fp,fn,job_id,log_path,result_path,model_dirs
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn050,0.5,synthetic,common18,0.9799,0.4115,0.5796,2677,55,3828,eval__openai_privacy_filter_lora__mix_syn050__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn050__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn050_to_synthetic_common18_20260718_050919.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn050/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn050,0.5,synthetic,full19,0.9795,0.4115,0.5796,2677,56,3828,eval__openai_privacy_filter_lora__mix_syn050__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn050__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn050_to_synthetic_full19_20260718_050813.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn050/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn100,1.0,combined,common18,0.9724,0.421,0.5876,3311,94,4553,eval__openai_privacy_filter_lora__mix_syn100__combined__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn100__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn100_to_combined_common18_20260718_093008.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn100/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn100,1.0,combined,full19,0.9725,0.4217,0.5883,3320,94,4553,eval__openai_privacy_filter_lora__mix_syn100__combined__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn100__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn100_to_combined_full19_20260718_092826.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn100/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn100,1.0,kdpii,common18,0.9091,0.4121,0.5671,560,56,799,eval__openai_privacy_filter_lora__mix_syn100__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn100__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn100_to_kdpii_common18_20260718_093142.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn100/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn100,1.0,kdpii,full19,0.9104,0.4159,0.571,569,56,799,eval__openai_privacy_filter_lora__mix_syn100__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn100__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn100_to_kdpii_full19_20260718_093056.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn100/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn100,1.0,synthetic,common18,0.9864,0.4229,0.592,2751,38,3754,eval__openai_privacy_filter_lora__mix_syn100__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn100__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn100_to_synthetic_common18_20260718_092645.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn100/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn100,1.0,synthetic,full19,0.9864,0.4229,0.592,2751,38,3754,eval__openai_privacy_filter_lora__mix_syn100__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn100__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn100_to_synthetic_full19_20260718_092541.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn100/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn_all,all,combined,common18,0.9775,0.4149,0.5826,3263,75,4601,eval__openai_privacy_filter_lora__mix_syn_all__combined__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn_all__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn_all_to_combined_common18_20260718_115656.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn_all/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn_all,all,combined,full19,0.9776,0.4156,0.5832,3272,75,4601,eval__openai_privacy_filter_lora__mix_syn_all__combined__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn_all__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn_all_to_combined_full19_20260718_115513.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn_all/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn_all,all,kdpii,common18,0.9337,0.404,0.5639,549,39,810,eval__openai_privacy_filter_lora__mix_syn_all__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn_all__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn_all_to_kdpii_common18_20260718_115831.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn_all/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn_all,all,kdpii,full19,0.9347,0.4079,0.5679,558,39,810,eval__openai_privacy_filter_lora__mix_syn_all__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn_all__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn_all_to_kdpii_full19_20260718_115744.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn_all/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn_all,all,synthetic,common18,0.9873,0.4171,0.5864,2713,35,3792,eval__openai_privacy_filter_lora__mix_syn_all__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn_all__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn_all_to_synthetic_common18_20260718_115330.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn_all/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,mix_syn_all,all,synthetic,full19,0.9873,0.4171,0.5864,2713,35,3792,eval__openai_privacy_filter_lora__mix_syn_all__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__mix_syn_all__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_mix_syn_all_to_synthetic_full19_20260718_115225.md,/data/team/hwan/real/models/openai_privacy_filter_lora/mix_syn_all/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,synthetic_only,only,combined,common18,0.9477,0.3964,0.559,3117,172,4747,eval__openai_privacy_filter_lora__synthetic_only__combined__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__synthetic_only__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_synthetic_only_to_combined_common18_20260717_210125.md,/data/team/hwan/real/models/openai_privacy_filter_lora/synthetic_only/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,synthetic_only,only,combined,full19,0.9478,0.3971,0.5597,3126,172,4747,eval__openai_privacy_filter_lora__synthetic_only__combined__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__synthetic_only__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_synthetic_only_to_combined_full19_20260717_205942.md,/data/team/hwan/real/models/openai_privacy_filter_lora/synthetic_only/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,synthetic_only,only,kdpii,common18,0.7458,0.2914,0.419,396,135,963,eval__openai_privacy_filter_lora__synthetic_only__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__synthetic_only__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_synthetic_only_to_kdpii_common18_20260717_210259.md,/data/team/hwan/real/models/openai_privacy_filter_lora/synthetic_only/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,synthetic_only,only,kdpii,full19,0.75,0.2961,0.4245,405,135,963,eval__openai_privacy_filter_lora__synthetic_only__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__synthetic_only__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_synthetic_only_to_kdpii_full19_20260717_210212.md,/data/team/hwan/real/models/openai_privacy_filter_lora/synthetic_only/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,synthetic_only,only,synthetic,common18,0.9866,0.4183,0.5875,2721,37,3784,eval__openai_privacy_filter_lora__synthetic_only__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__synthetic_only__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_synthetic_only_to_synthetic_common18_20260717_205759.md,/data/team/hwan/real/models/openai_privacy_filter_lora/synthetic_only/seed42/inference
openai_privacy_filter_lora,OpenAI privacy-filter LoRA,synthetic_only,only,synthetic,full19,0.9866,0.4183,0.5875,2721,37,3784,eval__openai_privacy_filter_lora__synthetic_only__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__openai_privacy_filter_lora__synthetic_only__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_openai_privacy_filter_lora_synthetic_only_to_synthetic_full19_20260717_205655.md,/data/team/hwan/real/models/openai_privacy_filter_lora/synthetic_only/seed42/inference
skt_crf_gaz_x3,SKT CRF+Gaz x3,kdpii_full,0,combined,common18,0.923,0.9128,0.9178,7178,599,686,eval__skt_crf_gaz_x3__kdpii_full__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__kdpii_full__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_kdpii_full_to_combined_common18_20260717_071053.md,/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed42;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed43;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,kdpii_full,0,combined,full19,0.9231,0.9129,0.9179,7187,599,686,eval__skt_crf_gaz_x3__kdpii_full__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__kdpii_full__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_kdpii_full_to_combined_full19_20260717_070743.md,/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed42;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed43;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,kdpii_full,0,kdpii,common18,0.9775,0.9595,0.9684,1304,30,55,eval__skt_crf_gaz_x3__kdpii_full__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__kdpii_full__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_kdpii_full_to_kdpii_common18_20260717_071235.md,/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed42;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed43;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,kdpii_full,0,kdpii,full19,0.9777,0.9598,0.9686,1313,30,55,eval__skt_crf_gaz_x3__kdpii_full__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__kdpii_full__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_kdpii_full_to_kdpii_full19_20260717_071144.md,/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed42;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed43;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,kdpii_full,0,synthetic,common18,0.9117,0.903,0.9073,5874,569,631,eval__skt_crf_gaz_x3__kdpii_full__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__kdpii_full__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_kdpii_full_to_synthetic_common18_20260717_070432.md,/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed42;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed43;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,kdpii_full,0,synthetic,full19,0.9117,0.903,0.9073,5874,569,631,eval__skt_crf_gaz_x3__kdpii_full__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__kdpii_full__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_kdpii_full_to_synthetic_full19_20260717_070203.md,/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed42;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed43;/data/team/hwan/models/skt_encoder_crf_gaz_kdpii_hard/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn025,0.25,combined,common18,0.9911,0.9536,0.972,7499,67,365,eval__skt_crf_gaz_x3__mix_syn025__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn025__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn025_to_combined_common18_20260715_202855.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn025,0.25,combined,full19,0.9912,0.9536,0.972,7508,67,365,eval__skt_crf_gaz_x3__mix_syn025__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn025__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn025_to_combined_full19_20260715_202437.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn025,0.25,kdpii,common18,0.9767,0.9566,0.9665,1300,31,59,eval__skt_crf_gaz_x3__mix_syn025__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn025__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn025_to_kdpii_common18_20260715_203106.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn025,0.25,kdpii,full19,0.9769,0.9569,0.9668,1309,31,59,eval__skt_crf_gaz_x3__mix_syn025__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn025__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn025_to_kdpii_full19_20260715_203000.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn025,0.25,synthetic,common18,0.9942,0.953,0.9732,6199,36,306,eval__skt_crf_gaz_x3__mix_syn025__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn025__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn025_to_synthetic_common18_20260715_202022.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn025,0.25,synthetic,full19,0.9942,0.953,0.9732,6199,36,306,eval__skt_crf_gaz_x3__mix_syn025__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn025__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn025_to_synthetic_full19_20260715_201703.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn025/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn050,0.5,combined,common18,0.9903,0.9575,0.9736,7530,74,334,eval__skt_crf_gaz_x3__mix_syn050__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn050__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn050_to_combined_common18_20260716_132300.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn050,0.5,combined,full19,0.9903,0.9576,0.9737,7539,74,334,eval__skt_crf_gaz_x3__mix_syn050__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn050__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn050_to_combined_full19_20260716_131742.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn050,0.5,kdpii,common18,0.9717,0.9595,0.9656,1304,38,55,eval__skt_crf_gaz_x3__mix_syn050__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn050__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn050_to_kdpii_common18_20260716_132542.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn050,0.5,kdpii,full19,0.9719,0.9598,0.9658,1313,38,55,eval__skt_crf_gaz_x3__mix_syn050__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn050__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn050_to_kdpii_full19_20260716_132421.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn050,0.5,synthetic,common18,0.9943,0.9571,0.9753,6226,36,279,eval__skt_crf_gaz_x3__mix_syn050__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn050__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn050_to_synthetic_common18_20260716_131222.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn050,0.5,synthetic,full19,0.9943,0.9571,0.9753,6226,36,279,eval__skt_crf_gaz_x3__mix_syn050__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn050__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn050_to_synthetic_full19_20260716_130814.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn050/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn100,1.0,combined,common18,0.9913,0.9563,0.9735,7520,66,344,eval__skt_crf_gaz_x3__mix_syn100__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn100__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn100_to_combined_common18_20260716_220222.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn100,1.0,combined,full19,0.9913,0.9563,0.9735,7529,66,344,eval__skt_crf_gaz_x3__mix_syn100__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn100__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn100_to_combined_full19_20260716_215542.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn100,1.0,kdpii,common18,0.9706,0.9485,0.9594,1289,39,70,eval__skt_crf_gaz_x3__mix_syn100__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn100__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn100_to_kdpii_common18_20260716_220541.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn100,1.0,kdpii,full19,0.9708,0.9488,0.9597,1298,39,70,eval__skt_crf_gaz_x3__mix_syn100__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn100__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn100_to_kdpii_full19_20260716_220402.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn100,1.0,synthetic,common18,0.9957,0.9579,0.9764,6231,27,274,eval__skt_crf_gaz_x3__mix_syn100__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn100__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn100_to_synthetic_common18_20260716_214903.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn100,1.0,synthetic,full19,0.9957,0.9579,0.9764,6231,27,274,eval__skt_crf_gaz_x3__mix_syn100__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn100__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn100_to_synthetic_full19_20260716_214353.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn100/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn_all,all,combined,common18,0.9921,0.9574,0.9744,7529,60,335,eval__skt_crf_gaz_x3__mix_syn_all__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn_all__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn_all_to_combined_common18_20260717_065615.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn_all,all,combined,full19,0.9921,0.9574,0.9745,7538,60,335,eval__skt_crf_gaz_x3__mix_syn_all__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn_all__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn_all_to_combined_full19_20260717_064932.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed44
